item,name,authorization_notice_id,authorized_announcement_date,filing_id,filing_date,patentee,designer,address,Int.Cl.
1,利用废旧轮胎制取再生胶系统,CN209078969U,2019.07.09,2.02E+12,2016.08.31,浙江菱正环保科技有限公司,余宗伟,317200浙江省台州市天台县福溪接到莪园工业园区工南东路11号,B29B17/00(2006.01)I;
2,一次性艾灸,CN209075440U,2019.07.09,2.02E+12,2017.07.18,湖北蕲艾堂科技有限公司,田群,435300湖北省黄冈市蕲春县李时珍医药工业园,A61H39/06(2006.01)I
3,马桶座和马桶盖的通用升降装置,CN209074415U,2019.07.09,2.02E+12,2016.11.21,U·西格尔;??A·瓦克曼,U·西格尔;??A·瓦克曼,以色列特尔蒙德,A47K13/00(2006.01)I;
4,电动指甲打磨器,CN209073638U,2019.07.09,2.02E+12,2016.01.28,深圳瀚飞科技开发有限公司,韩性峰,518000广东省深圳市南山区创业路中兴工业城4栋5楼513房,A45D29/05(2006.01)I
5,一种可视化眼部按摩贴片,CN209075416U,2019.07.09,201720644232X,2017.05.31,宁波明锐工业产品设计有限公司,鲍于明,315000浙江省宁波市江东区江东北路375号006幢宁波和丰创意广场丰庭楼605室,A61H23/02(2006.01)I;??A61F7/00(2006.01)I  
6,快速除味机,CN209075586U,2019.07.09,2.02E+12,2017.07.07,郑杰,郑杰,564100贵州省遵义市湄潭县永兴镇永兴桥村石坝子组18号,A61L9/14(2006.01)I;??B01D53/04(2006.01)I
7,一种牙科种植用磨骨钻,CN209074940U,2019.07.09,2.02E+12,2017.08.15,佛山市安齿生物科技有限公司,张潇;,528000广东省佛山市南海区桂城街道平洲永安北路1号金谷光电产业社区A座第六层602单元,A61C3/02(2006.01)I
8,枸橼酸抗凝装置,CN209075635U,2019.07.09,2.02E+12,2017.07.31,上海交通大学医学院附属第九人民医院,丁峰;,200011上海市黄浦区制造局路639号,A61M1/14(2006.01)I
9,一种中医脉象数据采集装置,CN209074584U,2019.07.09,2.02E+12,2017.08.02,天津慧医谷科技有限公司,董玉舒;??赵亮;??石春刚,300384天津市滨海新区高新区华苑产业区（环外）海泰创新六路2号16号楼-1-301,A61B5/02(2006.01)I;??A61B5/00(2006.01)I
10,一种简便安全可更换的艾灸架,CN209075441U,2019.07.09,2.02E+12,2017.08.15,上海市针灸经络研究所,马晓芃;,200030上海市徐汇区宛平南路650号,A61H39/06(2006.01)I
11,一种多功能撑衣杆,CN209074068U,2019.07.09,2.02E+12,2017.12.08,西安智盛锐芯半导体科技有限公司,李雯,710075陕西省西安市高新区高新路36号A1号楼二层A19室,A47G25/02(2006.01)I
12,一种可拆开艾灸筒,CN209075442U,2019.07.09,2.02E+12,2017.08.15,上海市针灸经络研究所,谢晨;,200030上海市徐汇区宛平南路650号,A61H39/06(2006.01)I
13,一种医院病案管理用病历运送装置,CN209075290U,2019.07.09,2.02E+12,2017.12.11,华北石油管理局总医院,郭萍;,062552河北省沧州市任丘市会战南道华北石油管理局总医院,A61G12/00(2006.01)I
14,压舌板,CN209074706U,2019.07.09,2.02E+12,2017.08.25,宁乡县人民医院,刘霞;??谢华,410600湖南省长沙市宁乡县玉潭镇一环路209号,A61B13/00(2006.01)I;??A61M31/00(2006.01)I
15,一种保温型咖啡壶,CN209074013U,2019.07.09,2.02E+12,2017.09.05,浙江诺维雅工贸有限公司,胡华成,321200浙江省金华市武义县泉溪镇金岩山工业区,A47G19/14(2006.01)I;??A47G23/04(2006.01)I
16,一种高实用性新型滤网杯套,CN209074017U,2019.07.09,201721167194X,2017.09.13,深圳市科安硅胶制品有限公司,彭玉枝,518000广东省深圳市龙岗区平湖街道上木古社区彩姿北路61号A栋一至三楼,A47G19/22(2006.01)I
17,肌肉电刺激装置,CN209075850U,2019.07.09,2.02E+12,2017.09.25,株式会社MTG,松下刚,日本国爱知县名古屋市中村区本阵通二丁目32番,A61N1/36(2006.01)I;
18,一种带推进器的艾灸盒,CN209075443U,2019.07.09,2.02E+12,2017.09.28,广州市浩洋科技有限公司,张竞,510000广东省广州市番禺区石基镇市莲路石基村段82号之一（厂房A）首层后半部分及二层,A61H39/06(2006.01)I
19,一种高效舒适省时鼻腔冲洗器,CN209075431U,2019.07.09,2.02E+12,2017.10.16,兴平市人民医院,肖宏科;??叶倍含,713100陕西省咸阳市兴平市金城路15号,A61H35/04(2006.01)I;??A61M31/00(2006.01)I
20,康复装置,CN209074570U,2019.07.09,2.02E+12,2017.11.13,上海旅橙信息科技有限公司,陈泓瑜;,200438上海市杨浦区国权北路1688号湾谷科技园A6栋3楼,A61B5/00(2006.01)I;??A61F5/00(2006.01)I
21,一种个性化牙种植体,CN209074955U,2019.07.09,2.02E+12,2017.10.20,广州市健齿生物科技有限公司,季方秋;,511464广东省广州市南沙区万顷沙镇粤海大道九涌段加工区管委会大楼5楼X5056（仅限办公用途）（WB）,A61C8/00(2006.01)I
22,一种磁共振检查用可屏蔽噪音的护理头托结构,CN209074613U,2019.07.09,2.02E+12,2017.10.25,遵义医学院附属医院,杨智强;??黄佳;??吴德生,563000贵州省遵义市汇川区大连路113号,A61B5/055(2006.01)I
23,一种通用教育挂图快速夹具,CN209073821U,2019.07.09,2.02E+12,2017.10.30,李丽莎,李丽莎;??张中会,421001湖南省衡阳市蒸湘区长丰大道37号商银家园,A47B97/02(2006.01)I
24,一种可旋转防潮式艺术品陈列架,CN209073977U,2019.07.09,2.02E+12,2017.10.31,东华理工大学,李儒俊;??杨砚楷,330032江西省南昌市经开区广兰大道418号,A47F7/00(2006.01)I
25,一种慢速榨汁机挤柠檬杯,CN209074109U,2019.07.09,2.02E+12,2017.11.01,膳魔师（中国）家庭制品有限公司,叶妍,215300江苏省苏州市昆山市陆家镇合丰开发区金阳路55号,A47J19/02(2006.01)I
26,一种双内胆电饭锅,CN209074127U,2019.07.09,201721585159X,2017.11.24,湛江市汉成科技有限公司,张佳利;??周颖,524047广东省湛江市赤坎区广田路18号军警雅苑公寓3层22号房,A47J27/00(2006.01)I;
27,一种护理科输液辅助用支架,CN209075672U,2019.07.09,201721464831X,2017.11.06,马宗杰,马宗杰;??考春梅,262100山东省潍坊市安丘市和平路1047号,A61M5/14(2006.01)I
28,一种带有呼叫功能的无障碍扶手,CN209074426U,2019.07.09,201721484048X,2017.11.09,广州蓝品盾建材科技有限公司,赵文聪,510700广东省广州市黄埔区茅岗路823号208B138房,A47K17/02(2006.01)I
29,一种可更换针头的血管外科用引流管,CN209075596U,2019.07.09,2.02E+12,2017.11.17,徐德军,徐德军;,130000吉林省长春市朝阳区新民大街829号,A61M1/00(2006.01)I;??A61M25/00(2006.01)I
30,辣椒干燥装置,CN209073379U,2019.07.09,2.02E+12,2017.11.15,巴州红隆椒业有限责任公司,屈建设,841200新疆维吾尔自治区巴音郭楞蒙古自治州巴州和硕县老314国道旁5区11号,A23B7/02(2006.01)I
31,一种无线传输手柄,CN209074541U,2019.07.09,2.02E+12,2017.11.14,王耀瓒,王耀瓒,330006江西省南昌市东湖区叠山路376号2号楼,A61B1/267(2006.01)I
32,腹外疝及交通型鞘膜积液康复治疗仪,CN209075417U,2019.07.09,2.02E+12,2017.11.15,深圳市常胜医疗设备科技有限公司,常乐;??常帅;??常学胜,518000广东省深圳市龙华新区观澜街道福民社区人民路5号楼5栋503号,A61H23/02(2006.01)I;??A61H15/00(2006.01)I
33,一种牛羊双夹子多功能电子体温检测器,CN209074579U,2019.07.09,2.02E+12,2017.11.22,任钰峰;??许志国,任钰峰;??许志国,116000辽宁省大连市西岗区新起屯133号,A61B5/01(2006.01)I
34,一种医用药房药品存放装置,CN209073758U,2019.07.09,2.02E+12,2017.12.07,杨晓莉,杨晓莉;,710065陕西省西安市高新区科技五路21号陕西省食品药品监督检验研究院微生物室,A47B67/02(2006.01)I;??A47B96/00(2006.01)I
35,一种雪糕,CN209073409U,2019.07.09,201721567629X,2017.11.13,江西天凯乐食品有限公司,胡方芽,338023江西省新余市渝水区水北镇颖江大道329号,A23G9/50(2006.01)I  
36,料理机,CN209074292U,2019.07.09,2.02E+12,2017.11.27,浙江绍兴苏泊尔生活电器有限公司,陈瑶;??唐路蒙,312017浙江省绍兴市世纪西街3号（袍江工业园区）,A47J43/046(2006.01)I;??A47J43/07(2006.01)I
37,一种刮痧按摩板,CN209075392U,2019.07.09,2.02E+12,2017.11.28,邱沁妍,邱沁妍,中国台湾新北市三重区环河南路220之6号五楼,A61H7/00(2006.01)I;??A61H39/04(2006.01)I
38,一种防倾倒白酒杯,CN209074023U,2019.07.09,2.02E+12,2017.11.29,重庆兴宝兴玻璃制品有限公司,刘德燕,401532重庆市合川区清平镇杨柳坝村,A47G19/22(2006.01)I
39,图书馆用屏风,CN209073997U,2019.07.09,2.02E+12,2017.11.30,浙江农林大学,刘青春;,310000浙江省杭州市临安区武肃街666号浙江农林大学工程学院工业设计学科,A47G5/00(2006.01)I
40,胶囊填充机,CN209075496U,2019.07.09,2.02E+12,2017.11.29,吉安市御美丽健康产业股份有限公司,尹志明;??刘动勤,343600江西省吉安市井冈山经济技术开发区,A61J3/07(2006.01)I
41,一种妇科用扩阴器,CN209074551U,2019.07.09,2.02E+12,2017.12.06,梁长华,梁长华;??郭文达,435200湖北省黄石市阳新县鑫旺名小区15栋1单元,A61B1/32(2006.01)I;
42,嵌入式支气管封堵气管导管,CN209074749U,2019.07.09,2.02E+12,2017.12.08,香港大学深圳医院,许学兵,510183广东省深圳市福田区海园1路香港大学深圳医院科教管理楼1509,A61B17/12(2006.01)I;??A61M16/04(2006.01)I
43,一种立式演示架及立式演示装置,CN209087215U,2019.07.09,2.02E+12,2017.12.18,深圳市英威腾电气股份有限公司,江传烈;??欧康喜,518055广东省深圳市南山区龙井高发科技工业园4号厂房,G09B23/18(2006.01)I
44,一种智能档案管理架,CN209073739U,2019.07.09,2.02E+12,2017.12.19,仲恺农业工程学院,陈颖;,510220广东省广州市海珠区纺织路东沙街24号,A47B63/00(2006.01)I;
45,组合模棒,CN209074832U,2019.07.09,2.02E+12,2017.12.20,北京大学第三医院,刘啸;??刘晓光,100191北京市海淀区花园北路49号,A61B17/70(2006.01)I
46,一种具有除湿除尘功能的衣柜,CN209073726U,2019.07.09,2.02E+12,2017.12.27,博洛尼家居用品湖北有限公司,孟庆贺;,437100湖北省咸宁市长江产业园内1栋,A47B61/00(2006.01)I;
47,一种耐磨损的罗拉系统,CN209082127U,2019.07.09,2.02E+12,2017.12.22,苏州国盛云信息科技有限公司,杨武成,215513江苏省苏州市常熟经济技术开发区四海路11号科创园,D04B15/90(2006.01)I
48,一种自动扫地机,CN209074460U,2019.07.09,2.02E+12,2017.12.25,温州市龙湾区外国语小学,梁爽;??沈彩群,325000浙江省温州市龙湾区城市中心区F07地块,A47L11/24(2006.01)I;??A47L11/40(2006.01)I
49,一种可遮阳悠闲座椅,CN209073826U,2019.07.09,2.02E+12,2017.12.26,重庆好意达环境艺术园林设施有限公司,杨伟,401329重庆市九龙坡区金凤镇大盐村金凤中小企业创业基地1-1号,A47C1/00(2006.01)I;??A47C7/66(2006.01)I
50,供装填干细胞活性胜肽药剂的鼻用喷雾器,CN209075739U,2019.07.09,2.02E+12,2017.12.28,凯薾国际生医有限公司,陈德福,中国台湾台北市中山区南京东路2段214巷8号,A61M11/00(2006.01)I;??A61M31/00(2006.01)I
51,一种新型电热茶炉,CN209074211U,2019.07.09,2.02E+12,2017.12.30,佛山市德纳森电子科技有限公司,邱太养,528231广东省佛山市南海区大沥镇黄岐泌冲工业区大金钟山北边山脚3号8楼厂房,A47J31/00(2006.01)I;??A47J31/44(2006.01)I
52,一种多层储药、发药盒,CN209075500U,2019.07.09,2.02E+12,2018.01.10,梁惠,梁惠,417000湖南省娄底市中心医院30病室,A61J7/00(2006.01)I;
53,一种教学实验操作台,CN209076720U,2019.07.09,2.02E+12,2018.01.29,天津开发区畅洋工贸有限公司,赵宇;,300457天津市滨海新区天津开发区洞庭路122号,B01L9/02(2006.01)I
54,一种便于携带的医用泌尿设备,CN209074903U,2019.07.09,2.02E+12,2018.02.01,刘敏,刘敏,255000山东省淄博市张店区共青团西路54号淄博市中心医院,A61B50/31(2016.01)I;??A61G12/00(2006.01)I  
55,一种可吸收止血结扎夹,CN209074759U,2019.07.09,2.02E+12,2018.02.05,兰州西脉记忆合金股份有限公司,单启鹏;??曹利敏;??何雪,730000甘肃省兰州市城关区雁南路14号,A61B17/122(2006.01)I
56,一种保护膜放置架,CN209073776U,2019.07.09,2.02E+12,2017.12.26,东莞市安诚嘉光电科技有限公司,刘道松,523511广东省东莞市企石镇东山村西安西路,A47B81/00(2006.01)I;??A47B45/00(2006.01)I
57,一种高含固率物料厌氧发酵传热性能试验平台,CN209081899U,2019.07.09,2.02E+12,2017.12.27,农业部规划设计研究院,赵立欣;,100125北京市朝阳区麦子店街41号,C12M1/38(2006.01)I;
58,一种留置针专用固定贴,CN209075696U,2019.07.09,2.02E+12,2017.12.26,合肥市第二人民医院,蒋美丽,230011安徽省合肥市和平路246号,A61M5/158(2006.01)I
59,冲管式止液夹,CN209075713U,2019.07.09,2.02E+12,2017.12.28,谢世庚,谢世庚;??谢逸铭,525400广东省茂名市电白区人民北路西四街71号,A61M5/168(2006.01)I
60,一种用于肘关节的外部骨科固定器,CN209075080U,2019.07.09,2.02E+12,2018.01.06,刘乐,刘乐;??张艳梅,255022山东省淄博市张店区人民西路55号,A61F5/05(2006.01)I
61,一种高端稳定扩香器,CN209075582U,2019.07.09,201820036429X,2018.01.09,珠海莱斯域环保科技有限公司,苏龙,519000广东省珠海市香洲前进一街9号3单元106房,A61L9/12(2006.01)I;??A61L9/14(2006.01)I
62,一种具有吸收潮湿空气功能的药品柜,CN209073759U,2019.07.09,2.02E+12,2017.12.31,苏州市蓝拓洁净技术有限公司,吴伟东,215000江苏省苏州市吴江区同里镇邱舍开发区沿港路258号,A47B67/02(2006.01)I;
63,用近寿命终点的电池为电路供电的系统,CN209084112U,2019.07.09,2.02E+12,2017.03.01,莫恩股份有限公司,丹尼尔·W·贝克,美国俄亥俄,F16K31/02(2006.01)I;
64,切割机,CN209078854U,2019.07.09,2.02E+12,2017.04.27,TVI发展生产有限两合公司,马丁·迈尔;??托马斯·沃尔克尔,德国埃尔森贝格,B26D7/06(2006.01)I;
65,一种糖尿病患者用取尿装置,CN209074678U,2019.07.09,2.02E+12,2018.01.30,屈珍,屈珍;??徐锐;??张晗,614000四川省乐山市市中区肖坝路嘉洲新城莱茵水岸12栋2单元502,A61B10/00(2006.01)I
66,一种带雨伞的轮椅,CN209075194U,2019.07.09,201820026486X,2018.01.08,三峡大学,童娜,443002湖北省宜昌市大学路8号,A61G5/00(2006.01)I;??A61G5/10(2006.01)I
67,针灸针,CN209075460U,2019.07.09,2.02E+12,2018.01.10,广西科技大学,唐福宇;??黄琼,545006广西壮族自治区柳州市城中区东环大道268号,A61H39/08(2006.01)I
68,一种HEOS宫腔镜胎盘钳,CN209074785U,2019.07.09,2.02E+12,2018.01.29,陈丽刚,陈丽刚,563000贵州省遵义市红花岗区玉屏路23号3栋2单元1楼2号,A61B17/295(2006.01)I;??A61B17/94(2006.01)I
69,一种轮椅的腋下支撑机构,CN209075205U,2019.07.09,2.02E+12,2018.01.25,谢空成,谢空成,213133江苏省常州市新北区罗溪镇同德苑21幢乙单元201室,A61G5/12(2006.01)I
70,一种手术病床,CN209075334U,2019.07.09,2.02E+12,2018.01.23,刘兵,刘兵;,832000新疆维吾尔自治区石河子市北三路石河子市人民医院,A61G13/06(2006.01)I;??A61G13/10(2006.01)I
71,一种紫外线水净化装置及应用其的水管,CN209081480U,2019.07.09,2.02E+12,2018.01.30,东莞市鸿科照明有限公司,朱向葵,523000广东省东莞市厚街镇白濠社区工业街3号之三,C02F1/32(2006.01)I
72,用于眼科医疗设备的瞳距调节机构以及眼科医疗设备,CN209075129U,2019.07.09,2.02E+12,2018.02.05,苏州宣嘉光电科技有限公司,曹照云,215000江苏省苏州市科灵路78号,A61F9/00(2006.01)I  
73,自膨支架输送系统及其输送手柄,CN209075051U,2019.07.09,2.02E+12,2018.01.31,常州乐奥医疗科技股份有限公司,吴常生;,213022江苏省常州市新北区华山路18号10号楼2层,A61F2/966(2013.01)I
74,一种医用定量缓速注射连接套,CN209075724U,2019.07.09,2.02E+12,2018.02.01,曹芳,曹芳;??江海洋,443000湖北省宜昌市西陵区西陵1路21号湖北省宜昌市第二人民医院,A61M5/31(2006.01)I
75,便携式人眼瞳孔光谱图像数据采集仪器,CN209074567U,2019.07.09,2.02E+12,2018.02.01,长春国科医工科技发展有限公司,郭汉洲;,130000吉林省长春市北湖科技开发区高科技中心（龙湖大路与中科大街交汇）B区511-B室,A61B3/14(2006.01)I
76,一种肛肠科清洗涂药装置,CN209075653U,2019.07.09,2.02E+12,2018.02.06,川北医学院附属医院,郑仁艳;,637000四川省南充市顺庆区文化路63号,A61M3/02(2006.01)I;
77,一种光电器件示教仪,CN209087216U,2019.07.09,2.02E+12,2018.02.09,无锡科技职业学院,苏蓓蓓;??秦逸平;??杜亮,214028江苏省无锡市新区新锡路8号,G09B23/18(2006.01)I;??G09B23/22(2006.01)I
78,一种基于复合式强力热循环杀菌釜,CN209073414U,2019.07.09,2.02E+12,2018.02.11,嘉兴市真真老老食品有限公司,邵建国,314000浙江省嘉兴市秀洲区油车港镇正阳东路199号,A23L3/00(2006.01)I
79,一种英语学习用转盘,CN209087161U,2019.07.09,2.02E+12,2018.03.19,华北水利水电大学,安晓宇;??张德厚,450000河南省郑州市郑东新区金水东路华北水利水电大学,G09B1/06(2006.01)I
80,一种骨科手术用腿部调节定位装置,CN209075344U,2019.07.09,2.02E+12,2018.03.19,陈亮,陈亮;??张泽君,四川省泸州市泸县龙脑大道628号附1号,A61G13/12(2006.01)I
81,一种注射式软膏挤出装置,CN209075830U,2019.07.09,2.02E+12,2018.03.21,大连麦琪克生物技术有限公司,李继和,116000辽宁省大连市甘井子区黄浦路596号2层8号,A61M35/00(2006.01)I
82,一种硬质坡面植生结构,CN209082419U,2019.07.09,2.02E+12,2018.03.06,华侨大学,杨丹玥;??孙德明,362000福建省泉州市丰泽区城东城华北路269号,E02B3/12(2006.01)I;
83,给药装置及其传动机构,CN209075720U,2019.07.09,2.02E+12,2018.02.08,美敦力公司,黄霖;,美国明尼苏达州,A61M5/20(2006.01)I;??A61M5/31(2006.01)I
84,一种物理教学用的超声波控灯电路演示仪,CN209087214U,2019.07.09,2.02E+12,2018.02.09,王振瀚,王振瀚,114000辽宁省鞍山市铁东区五一路26号,G09B23/14(2006.01)I;??G09B23/18(2006.01)I
85,嵌套组合式口咽通气管型口腔检查装置,CN209074545U,2019.07.09,201820252916X,2018.02.12,薛勇,薛勇;??张梁;??黄宏亮,836500新疆维吾尔自治区阿勒泰地区阿勒泰市公园路25号阿勒泰市人民医院麻醉科,A61B1/273(2006.01)I
86,一种可升降的内分泌科用积液抽取装置,CN209075598U,2019.07.09,201820262084X,2018.02.22,黄铭鑫,黄铭鑫,350500福建省福州市连江县凤城镇马祖西路2号上一日出东方9号楼5店,A61M1/00(2006.01)I;
87,一种防雨水的且便于固定的市政施工用警示牌,CN209082360U,2019.07.09,2.02E+12,2018.03.14,蚌埠仟信捷诚知识产权代理有限公司,杨传友,233010安徽省蚌埠市黄山大道8318号（上理大科技园蚌埠基地产业南区九号楼301室）,E01F9/608(2016.01)I;??E01F9/646(2016.01)I  
88,一种使用寿命长的气垫,CN209073899U,2019.07.09,2.02E+12,2018.03.01,江苏纽拓体育装备有限公司,黄向荣,211400江苏省扬州市仪征市马集镇大泗路88号江苏纽拓体育装备有限公司,A47C27/00(2006.01)I;
89,一种桡骨小头置换假体,CN209075040U,2019.07.09,2.02E+12,2018.03.16,昆明医科大学第一附属医院,保超宇;??代欢,650032云南省昆明市五华区西昌路295号,A61F2/38(2006.01)I
90,一种计算机网络与技术教学用带有多媒体展示的教学板,CN209087193U,2019.07.09,2.02E+12,2018.03.20,烟台职业学院,牟德杰;??刘旭东,264003山东省烟台市莱山区滨海中路2018号,G09B19/00(2006.01)I
91,一种视力矫正用光学仪器,CN209075130U,2019.07.09,2.02E+12,2018.03.16,青岛家良眼科有限公司,臧腾腾;??臧家良,266000山东省青岛市黄岛区泊里镇泊里三路（新华书店西）,A61F9/00(2006.01)I;
92,一种自动跟踪尿液的装置,CN209074679U,2019.07.09,2.02E+12,2018.03.13,上海科勒电子科技有限公司,孙勤涛,200444上海市宝山区丰翔路1955,A61B10/00(2006.01)I
93,一种可任意倾斜的药液喷瓶,CN209075741U,2019.07.09,2.02E+12,2018.03.15,余小健,余小健,350300福建省福州市福清市港头镇芦华村北10-3号,A61M11/00(2006.01)I;
94,聚焦头、准直器及伽玛刀,CN209075883U,2019.07.09,2.02E+12,2018.03.16,西安大医数码科技有限公司,陈方正;??杨华,710018陕西省西安市未央区凤城十二路66号首创国际城商务中心28号楼1单元17层,A61N5/10(2006.01)I
95,一种电热锅,CN209074129U,2019.07.09,201820390725X,2018.03.22,浙江飞哲工贸有限公司,毛小龙,321300浙江省金华市永康市城西新区金桂南路123号,A47J27/00(2006.01)I;??A47J45/07(2006.01)I  
96,电热锅,CN209074130U,2019.07.09,2.02E+12,2018.03.22,浙江飞哲工贸有限公司,隋建臣,321300浙江省金华市永康市城西新区金桂南路123号,A47J27/00(2006.01)I;??A47J36/00(2006.01)I  
97,一种便携式充气浴缸,CN209074383U,2019.07.09,2.02E+12,2018.03.21,江门市同人实业有限公司,钟寿昌,529060广东省江门市江海区礼乐文耀苑13幢105室,A47K3/062(2006.01)I;??A61H9/00(2006.01)I
98,一种便于移动的办公用桌子,CN209073667U,2019.07.09,2.02E+12,2018.03.22,新乡市正和科技有限责任公司,苗发栋,453000河南省新乡市高新区向阳路与振中路交叉口新尚国际1号商住楼东3单元2层219号房,A47B13/02(2006.01)I;
99,一种护理科专用多功能护理刀具,CN209075181U,2019.07.09,2.02E+12,2018.03.23,李秋林,李秋林;??苗滋坤,554300贵州省铜仁市碧江区川硐教育园区桃源大道120号（贵州省铜仁市人民医院）神经内科,A61F15/02(2006.01)I;
100,一种假肢外壳,CN209075047U,2019.07.09,2.02E+12,2018.03.22,林申宇;??苏涛;??王琳,祝泗广;??苏涛,314500浙江省嘉兴市桐乡市梧桐街道中虹天地10号楼1618室,A61F2/78(2006.01)I
101,一种简易的化工桶用移动装置,CN209080721U,2019.07.09,2.02E+12,2018.03.23,醴陵市吉利烟花制造有限公司,皇甫亮亮,412200湖南省株洲市醴陵市阳三石街道立新村胜吉冲组,B65G7/12(2006.01)I
102,一种外科手术用呼吸罩,CN209075786U,2019.07.09,2.02E+12,2018.03.23,张琼,张琼;,611730四川省成都市郫都区郫筒镇东大街一段156号,A61M16/06(2006.01)I
103,一种激光控制系统,CN209075878U,2019.07.09,2.02E+12,2018.03.23,南京宽诚科技有限公司,唐诗文,210042江苏省南京市玄武区板仓街9号C2幢408室,A61N5/067(2006.01)I
104,一种检查用照明设备,CN209074528U,2019.07.09,2.02E+12,2018.03.23,贵州省人口和计划生育科学研究技术指导所,李莎;,550004贵州省贵阳市云岩区安云路樱花巷18号,A61B1/06(2006.01)I
105,一种功能矫治器,CN209074942U,2019.07.09,2.02E+12,2018.03.27,深圳德智达科技有限公司,张晓歌;,518000广东省深圳市前海深港合作区前湾一路1号A栋201室,A61C7/00(2006.01)I
106,一种改进型复合芯体,CN209075172U,2019.07.09,2.02E+12,2018.03.29,泉州市汉奇卫生材料有限公司,林笛,362000福建省泉州市鲤城区金龙街道石崎工业区浮桥街595号,A61F13/534(2006.01)I
107,一种医疗专业护理床,CN209075211U,2019.07.09,2.02E+12,2018.03.29,于燕,于燕,251100山东省德州市齐河县一中东路1号齐河县第一中学,A61G7/00(2006.01)I;??A61G7/05(2006.01)I
108,用于剖宫产新生儿共生微生物转移装置,CN209075831U,2019.07.09,2.02E+12,2018.04.02,曹阳,曹阳;??韩萍,450000河南省郑州市高新技术产业开发区科学大学100号郑州大学,A61M35/00(2006.01)I
109,新型耳廓石膏固定器,CN209075141U,2019.07.09,2.02E+12,2018.03.23,复旦大学附属眼耳鼻喉科医院,赵婕丽;??邵静;??虞卫,200031上海市徐汇区上海市汾阳路83号,A61F11/00(2006.01)I
110,一种可立式吸尘器,CN209074439U,2019.07.09,2.02E+12,2018.04.04,苏州德震电器有限公司,王唯震,215134江苏省苏州市相城区渭塘镇渭南村娄泾东路1号,A47L9/00(2006.01)I;
111,一种新型吸收芯体,CN209075171U,2019.07.09,2.02E+12,2018.03.30,泉州市汉奇卫生材料有限公司,林笛,362000福建省泉州市鲤城区金龙街道石崎工业区浮桥街595号,A61F13/53(2006.01)I
112,一种可控温的艾灸盒,CN209075448U,2019.07.09,2.02E+12,2018.04.01,梁凤霞;??曹春浩,梁凤霞;??曹春浩,430070湖北省武汉市武昌区粮道街148号2单元7楼702号,A61H39/06(2006.01)I  
113,一种用于向椎弓根置钉的导向装置,CN209074853U,2019.07.09,2.02E+12,2018.03.27,陈继峰,陈继峰,832000新疆维吾尔自治区石河子市人民医院骨二科,A61B17/90(2006.01)I;??A61B17/70(2006.01)I
114,雾化器,CN209075751U,2019.07.09,201820465020X,2018.04.03,宁波圣宇瑞医疗器械有限公司,胡冬映,315336浙江省宁波市杭州湾新区滨海四路138号,A61M15/00(2006.01)I;??A61M11/02(2006.01)I
115,一种用于医疗治疗室的中央操作台,CN209075299U,2019.07.09,2.02E+12,2018.04.02,海太欧林集团有限公司,叶永珍,210000江苏省南京市高淳经济开发区双湖路121号,A61G12/00(2006.01)I
116,一种呼气末二氧化碳分析仪连接胃管转换接头装置,CN209075513U,2019.07.09,2.02E+12,2018.03.30,广东省中医院（广州中医药大学第二附属医院、广州中医药大学第二临床医学院、广东省中医药科学院）,曾桂珍,510120广东省广州市越秀区大德路111号广东省中医院,A61J15/00(2006.01)I
117,一种方便握持的吸尘器,CN209074459U,2019.07.09,2.02E+12,2018.04.04,苏州德震电器有限公司,王唯震,215134江苏省苏州市相城区渭塘镇渭南村娄泾东路1号,A47L9/32(2006.01)I
118,防回收胶帽,CN209080590U,2019.07.09,2.02E+12,2018.04.04,北京柯斯元科技有限公司,孙显林,101102北京市通州区马驹桥镇景盛南四街15号联东U谷中区28A,B65D55/06(2006.01)I;??B65D55/08(2006.01)I
119,全身超低温身体机能恢复控制系统,CN209075107U,2019.07.09,2.02E+12,2018.04.03,青岛世纪杰创医疗科技有限公司,李波;,266000山东省青岛市城阳区高新区河东路368号青岛蓝色生物医药产业园1#楼135室,A61F7/00(2006.01)I;??A61G10/02(2006.01)I
120,一种可计数牙科车针消毒盒,CN209075533U,2019.07.09,2.02E+12,2018.04.08,南京医科大学附属口腔医院,鲍文丽;,210029江苏省南京市鼓楼区汉中路136号,A61L2/07(2006.01)I;
121,一种震动报警输液器,CN209075714U,2019.07.09,2.02E+12,2018.04.08,甘肃省武威肿瘤医院（武威医学科学研究院）,王聪;,733000甘肃省武威市凉州区海藏路卫生巷19号,A61M5/168(2006.01)I
122,护理材料浸泡装置,CN209075559U,2019.07.09,2.02E+12,2018.04.09,南京市江宁医院,张敏;??严平;??吕蓉,211100江苏省南京市江宁区鼓山路168号,A61L2/18(2006.01)I;??A61L2/26(2006.01)I
123,可助力的自动起卧床,CN209075221U,2019.07.09,2.02E+12,2018.04.10,王剑平,王剑平,550007贵州省贵阳市南明区大庆路众拓馨苑,A61G7/002(2006.01)I;??A61G7/16(2006.01)I
124,带加强嵴的隐形矫治器,CN209074947U,2019.07.09,2.02E+12,2018.04.10,深圳市信诺特科技有限公司,黄少杰,522000广东省深圳市宝安区福永街道塘尾社区凤塘大道福洪工业区第六幢七层,A61C7/08(2006.01)I
