item,name,authorization_notice_id,authorized_announcement_date,filing_id,filing_date,patentee,designer,address,Int.Cl.
30,一种铝塑复合型材,CN109989670A,2019.07.09,201711464100X,2017.12.29,营口萌达电子科技有限公司,王素君,115000辽宁省营口市站前区太白路17甲-2,E06B3/263(2006.01)I;
31,导航引擎共享方法、智能终端、服务器及自动驾驶车辆,CN109992272A,2019.07.09,2.02E+12,2017.12.28,上海擎感智能科技有限公司,陈五湖;,200030上海市徐汇区天钥桥路30号美罗大厦2010-2012室,G06F8/60(2018.01)I;
32,太阳能仿真花,CN109984401A,2019.07.09,2.02E+12,2017.12.29,天津德梦清科技有限公司,王鹏,301700天津市武清区武清开发区福源道18号541室-32（集中办公区）,A41G1/00(2006.01)I  
33,一种治疗类风湿性关节炎的富里酸浴泥,CN109984964A,2019.07.09,201711464968X,2017.12.28,营口富里泥炭科技有限公司,何萍;,115014辽宁省营口市西市区博文路46号,A61K8/9789(2017.01)I;
34,一种蜜柚定位装置,CN109987281A,2019.07.09,201711465376X,2017.12.29,营口萌达电子科技有限公司,王素君,115000辽宁省营口市站前区太白路17甲-2,B65B35/56(2006.01)I;??B65B25/04(2006.01)I  
35,一种金刚网防盗纱窗,CN109989695A,2019.07.09,2.02E+12,2017.12.29,营口萌达电子科技有限公司,王素君,115000辽宁省营口市站前区太白路17甲-2,E06B9/01(2006.01)I;
36,一种移动极板,CN109985727A,2019.07.09,2.02E+12,2017.12.29,营口萌达电子科技有限公司,王素君,115000辽宁省营口市站前区太白路17甲-2,B03C3/08(2006.01)I;
37,一种对二氯苯生产用尾气引风机,CN109985491A,2019.07.09,2.02E+12,2017.12.29,江苏金湖输油泵有限公司,李传金,223001江苏省淮安市金湖县建设东路25号,B01D53/18(2006.01)I
38,一种期货自动化交易平台,CN109993378A,2019.07.09,2.02E+12,2017.12.29,营口萌达电子科技有限公司,王素君,115000辽宁省营口市站前区太白路17甲-2,G06Q10/06(2012.01)I;
39,含金刚烷结构的SSAO抑制剂、制备方法及其用途,CN109988147A,2019.07.09,2.02E+12,2017.12.29,佛山汉方中医医院有限公司,朱斌,528000广东省佛山市禅城区张槎一路115号2座北塔首层,C07D401/04(2006.01)I;
40,一种智能童车,CN109987185A,2019.07.09,2.02E+12,2017.12.29,史成鹏,史成鹏,430012湖北省黄冈市黄州区惠康佳苑9栋1104室,B62K9/00(2006.01)I;
41,定位方法、定位装置和计算机可读存储介质,CN109991637A,2019.07.09,2.02E+12,2017.12.29,中国电信股份有限公司,张黎;,100033北京市西城区金融大街31号,G01S19/46(2010.01)I;??H04W64/00(2009.01)I
42,数字广告牌系统,CN109994061A,2019.07.09,2.02E+12,2017.12.29,宏碁股份有限公司,李俊桦,中国台湾新北市,G09G3/00(2006.01)I
43,应用于锡膏检查机的锡膏厚度测试系统,CN109990716A,2019.07.09,2.02E+12,2017.12.29,大连日佳电子有限公司,宋作伟;??贺明妍,116600辽宁省大连市经济技术开发区铁山东三路3号,G01B11/06(2006.01)I
44,一种单层门框型材,CN109989664A,2019.07.09,2.02E+12,2017.12.29,黄石鸿迪塑料模具有限公司,王迪;??王忠赤,435000湖北省黄石市西塞山区河西大道66号,E06B1/52(2006.01)I
45,一种金刚石钻头的激光焊接装置,CN109986199A,2019.07.09,2.02E+12,2017.12.29,江苏友和工具有限公司,柴辽江,212300江苏省镇江市丹阳市练湖工业园区旺湖路,B23K26/21(2014.01)I;
46,竹纤维与化学纤维的斜纹组织面料,CN109989153A,2019.07.09,2.02E+12,2017.12.29,天津启幕科技有限公司,张勇,301725天津市武清区下朱庄街知业道13号203室-1（集中办公区）,D03D15/00(2006.01)I;??D03D13/00(2006.01)I  
47,纤维素醚醚化反应设备,CN109985591A,2019.07.09,2.02E+12,2017.12.29,天津启幕科技有限公司,张勇,301725天津市武清区下朱庄街知业道13号203室-1（集中办公区）,B01J19/18(2006.01)I;
48,一种枸杞山茶油,CN109988667A,2019.07.09,2.02E+12,2017.12.29,湖北香芝源绿色食品有限公司,付国锋,441200湖北省襄阳市枣阳市发展大道与西环一路交汇处,C11B1/04(2006.01)I;
49,一种便携式电子设备打印文档的方法,CN109992222A,2019.07.09,201711467447X,2017.12.29,南京信安宝信息科技有限公司,闵世武,211800江苏省南京市浦口区浦滨路88号紫金（浦口）科创园总部大厦B座9楼,G06F3/12(2006.01)I  
50,一种无人货架监控提醒系统和方法,CN109993465A,2019.07.09,2.02E+12,2017.12.29,邓颖莹,邓颖莹,435000湖北省黄石市黄石港区黄石大道796号（康家知本大厦）九楼,G06Q10/08(2012.01)I;
51,定位方法、定位装置和计算机可读存储介质,CN109991637A,2019.07.09,2.02E+12,2017.12.29,中国电信股份有限公司,张黎;,100033北京市西城区金融大街31号,G01S19/46(2010.01)I;??H04W64/00(2009.01)I
52,基于双麦的语音增强方法、系统、音箱及存储介质,CN109994120A,2019.07.09,2.02E+12,2017.12.29,福州瑞芯微电子股份有限公司,顾艳梅;??金剑,350003福建省福州市鼓楼区软件大道89号18号楼,G10L21/02(2013.01)I;
53,一种便于放置的柴油机输油泵,CN109989860A,2019.07.09,2.02E+12,2017.12.29,江苏金湖输油泵有限公司,李传金,223001江苏省淮安市金湖县建设东路25号,F02M37/04(2006.01)I;??F16F15/04(2006.01)I
54,一种输油泵清洗装置,CN109985857A,2019.07.09,2.02E+12,2017.12.29,江苏金湖输油泵有限公司,李传金,223001江苏省淮安市金湖县建设东路25号,B08B3/12(2006.01)I;??B08B3/10(2006.01)I
55,一种便携式直流供电系统能效监测系统,CN109991558A,2019.07.09,2.02E+12,2017.12.29,湖南工业大学,肖伸平;,412007湖南省株洲市天元区泰山西路88号,G01R31/40(2014.01)I;??G08C17/02(2006.01)I  
56,一种木塑窗框型材,CN109989669A,2019.07.09,2.02E+12,2017.12.29,黄石鸿迪塑料模具有限公司,王迪;??王忠赤,435000湖北省黄石市西塞山区河西大道66号,E06B3/22(2006.01)I;??E06B5/20(2006.01)I
57,一种窗户竖梃木塑型材,CN109989667A,2019.07.09,2.02E+12,2017.12.29,黄石鸿迪塑料模具有限公司,王迪;??王忠赤,435000湖北省黄石市西塞山区河西大道66号,E06B3/18(2006.01)I;
58,发光二极管芯片的封装结构及封装方法,CN109994594A,2019.07.09,2.02E+12,2017.12.29,中芯长电半导体（江阴）有限公司,蔡奇风;,214437江苏省无锡市江阴市长山大道78号,H01L33/62(2010.01)I;??H01L33/48(2010.01)I
59,互动机器人,CN109985365A,2019.07.09,2.02E+12,2017.12.29,技嘉科技股份有限公司,赖建亨;,中国台湾新北市,A63B69/40(2006.01)I;??A63B71/06(2006.01)I
60,一种控制焊膏印刷局部环境温湿度设备,CN109992023A,2019.07.09,2.02E+12,2017.12.29,大连日佳电子有限公司,张忠君;??宋作伟,116600辽宁省大连市经济技术开发区铁山东三路3号,G05D27/02(2006.01)I
61,机车网络通信系统突发误码测试方法及误码仪,CN109994337A,2019.07.09,2.02E+12,2017.12.29,江苏明及电气股份有限公司,梁斌;,213100江苏省常州市武进高新区龙惠路6号,H01H33/52(2006.01)I;??H01H33/666(2006.01)I
62,一种在多数量级范围内实现任意波形输出的电流信号源,CN109991452A,2019.07.09,2.02E+12,2017.12.29,中国核动力研究设计院,朱宏亮;,610041四川省成都市436信箱信息中心,G01R1/28(2006.01)I;??G01R35/00(2006.01)I
63,一种具有摄像功能的农业设备,CN109983925A,2019.07.09,2.02E+12,2017.12.29,天津淇伽科技有限公司,李伟明,301725天津市武清区下朱庄街知业道13号204室-21（集中办公区）,A01D75/20(2006.01)I  
64,玻璃纤维硅胶布,CN109989274A,2019.07.09,2.02E+12,2017.12.29,天津启幕科技有限公司,张勇,301725天津市武清区下朱庄街知业道13号203室-1（集中办公区）,D06N3/10(2006.01)I;??D06N3/12(2006.01)I  
65,一种鱼缸下水管消音器,CN109984081A,2019.07.09,2.02E+12,2017.12.29,菏泽海诺知识产权服务有限公司,刘研花,274300山东省菏泽市单县中华东路茂业百货西邻39-2号,A01K63/04(2006.01)I
66,一种基于功率预测的太阳能光伏组件生产控制方法,CN109994569A,2019.07.09,2.02E+12,2017.12.29,中电电气（上海）太阳能科技有限公司,汪寅强;??黄良金,201616上海市松江区广富林路5999号,H01L31/18(2006.01)I
67,一种阵列微孔的激光空泡清洗装置及方法,CN109985860A,2019.07.09,2.02E+12,2017.12.29,南京理工大学,蒋鹏炜;,210094江苏省南京市孝陵卫200号,B08B7/00(2006.01)I;??B08B9/00(2006.01)I
68,一种辐照屏蔽保温结构,CN109994226A,2019.07.09,2.02E+12,2017.12.29,中国核动力研究设计院,周高斌;,610041四川省成都市436信箱信息中心,G21C11/08(2006.01)I;??G21C13/02(2006.01)I
69,一种阻力塞组件组装装置,CN109986515A,2019.07.09,2.02E+12,2017.12.29,中核建中核燃料元件有限公司,赵金;,644000四川省宜宾市273信箱,B25H1/02(2006.01)I;
70,一种堆内构件整体式上支承柱结构成形方法,CN109986282A,2019.07.09,201711468754X,2017.12.29,中国核动力研究设计院,刘晓;,610041四川省成都市436信箱信息中心,B23P15/00(2006.01)I
71,一种断路器的机械连锁结构和机械连锁装置,CN109988632A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,王仲义;,100728北京市朝阳区朝阳门北大街22号,C10G67/02(2006.01)I;
72,灵活单段加氢裂化工艺,CN109988636A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G67/02(2006.01)I  
73,一种灵活柴油加氢改质工艺,CN109988598A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G65/02(2006.01)I  
74,一种生产润滑油基础油的灵活加氢裂化工艺,CN109988605A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G65/12(2006.01)I  
75,复合材料和QLED器件,CN109994618A,2019.07.09,2.02E+12,2017.12.29,TCL集团股份有限公司,王雄志;,516006广东省惠州市仲恺高新技术开发区十九号小区,H01L51/50(2006.01)I;
76,一种双驱动钢包车,CN109986067A,2019.07.09,2.02E+12,2017.12.29,湖北华远装备制造股份有限公司,王建一,435000湖北省黄石市开发区黄金山工业新区宝山工业园,B22D41/12(2006.01)I
77,投影装置以及光源装置,CN109991798A,2019.07.09,2.02E+12,2017.12.29,中强光电股份有限公司,蔡志贤;??翁懿萱,中国台湾新竹科学工业园区,G03B21/20(2006.01)I
78,一种汽车内饰件无纺布反包加热热烫、粘合工艺及装置,CN109986790A,2019.07.09,2.02E+12,2017.12.29,苏州卡尔博德精密机械有限公司,王淦华;??熊军元,215000江苏省苏州市吴中区光福镇福锦路7号,B29C65/18(2006.01)I;
79,一种汽车机油冷却器,CN109989799A,2019.07.09,201711469194X,2017.12.29,天津哈那科技有限公司,王晖,300000天津市西青区杨柳青镇盛达道北侧,F01M5/00(2006.01)I  
80,一种情景配对控制方法、装置及系统,CN109991858A,2019.07.09,2.02E+12,2017.12.29,深圳市云海物联科技有限公司,钟远江,518000广东省深圳市龙岗区天安数码城4栋B座504,G05B15/02(2006.01)I;??G05B19/418(2006.01)I
81,一种催化剂级配技术生产汽油和柴油的方法,CN109994299A,2019.07.09,2.02E+12,2017.12.29,深圳市优必选科技有限公司,熊友军;,518000广东省深圳市南山区学苑大道1001号南山智园C1栋16、22楼,H01F7/18(2006.01)I;??H02M3/156(2006.01)I
82,一种英语单词教学展示板,CN109994001A,2019.07.09,2.02E+12,2017.12.29,宁波百为贸易有限公司,朱伟岳,315202浙江省宁波市镇海区骆驼街道明斌路228号7-11室,G09B5/06(2006.01)I  
83,一种图书馆计算机控制专用台,CN109984461A,2019.07.09,2.02E+12,2017.12.29,宁波百为贸易有限公司,朱伟岳,315202浙江省宁波市镇海区骆驼街道明斌路228号7-11室,A47B21/04(2006.01)I;
84,灵活加氢裂化工艺,CN109988621A,2019.07.09,201711469437X,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G67/00(2006.01)I  
85,人脸布控报警方法及装置,CN109993020A,2019.07.09,2.02E+12,2017.12.29,浙江宇视科技有限公司,莫耀奎,310000浙江省杭州市滨江区西兴街道江陵路88号10幢南座1-11层、2幢A区1-3楼、2幢B区2楼,G06K9/00(2006.01)I;
86,一种新型炉体吊具,CN109987502A,2019.07.09,2.02E+12,2017.12.29,湖北华远装备制造股份有限公司,王建一,435000湖北省黄石市开发区黄金山工业新区宝山工业园,B66C1/14(2006.01)I
87,劣质柴油加氢改质和加氢精制组合工艺,CN109988643A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G67/02(2006.01)I  
88,光谱仪与光谱采样装置及其光谱校正方法,CN109990898A,2019.07.09,2.02E+12,2017.12.29,谱钜科技股份有限公司,林明慧;,中国台湾新竹县湖口乡凤山村文化路5号,G01J3/28(2006.01)I;
89,电控式光阀及显示装置,CN109991790A,2019.07.09,2.02E+12,2017.12.29,中华映管股份有限公司,谢文俊;??廖正民;??曾文泽,中国台湾桃园市龙潭区华映路1号,G02F1/153(2006.01)I
90,一种多面展示的电器柜,CN109996403A,2019.07.09,2.02E+12,2017.12.29,彭应贵,彭应贵,551400贵州省贵阳市清镇市水晶（集团）公司6独身,H05K5/02(2006.01)I;
91,一种恒流抱闸系统,CN109995225A,2019.07.09,2.02E+12,2017.12.29,技嘉科技股份有限公司,黄顺治;??张志隆;??黄文政,中国台湾新北市新店区宝强路6号,H02M1/32(2007.01)I;
92,一种建筑施工用墙体打磨装置,CN109986425A,2019.07.09,2.02E+12,2017.12.29,扬州金迪椅业有限公司,不公告发明人,225000江苏省扬州市邗江区竹西街道华诚路,B24B7/18(2006.01)I;
93,一种大葱的种植方法,CN109984001A,2019.07.09,2.02E+12,2017.12.29,黔西县源水种植农民专业合作社,刘杨新,551500贵州省毕节市黔西县洪水镇源水村新街,A01G22/35(2018.01)I;??A01G13/00(2006.01)I  
94,一种病死畜禽尸体无害化生产昆虫饲料的装置,CN109984354A,2019.07.09,2.02E+12,2017.12.29,天津市冰蓝农业环保科技有限公司,孙乃鑫,300000天津市西青区杨柳青镇大柳滩村果园路与光明路交口西南侧800米,A23N17/00(2006.01)I;
95,电极和QLED器件,CN109994641A,2019.07.09,2.02E+12,2017.12.29,TCL集团股份有限公司,王雄志;,516006广东省惠州市仲恺高新技术开发区十九号小区,H01L51/52(2006.01)I
96,一种用于无人机展放引线的自动闭锁智能滑车,CN109994959A,2019.07.09,201711470127X,2017.12.29,上海市南电力（集团）有限公司,陈海昆;,201100上海市闵行区庙泾路56号,H02G1/02(2006.01)I
97,一种用于网站开发建设的输入装置,CN109992114A,2019.07.09,2.02E+12,2017.12.29,广州搜优信息科技有限公司,鲍其林,512000广东省广州市广州高薪技术产业开发区科学城瑞和路79号1期608-1房,G06F3/02(2006.01)I  
98,一种婴儿奶瓶消毒烘干机,CN109985253A,2019.07.09,2.02E+12,2017.12.29,烟台博昊信息科技有限公司,孙书敏,264006山东省烟台市经济技术开发区万寿山路5号内1号楼,A61L2/04(2006.01)I;
99,电子装置的防拆结构,CN109993937A,2019.07.09,2.02E+12,2017.12.29,上海昊想智能科技有限公司,金培奇,200333上海市普陀区真北路958号天地科技广场2号楼404室,G08B17/00(2006.01)I
100,胎压监测系统的定位方法、装置、设备及存储介质,CN109986916A,2019.07.09,2.02E+12,2017.12.29,惠州比亚迪电子有限公司,陈双军;??郝兴峰,516083广东省惠州市大亚湾经济技术开发区响水河,B60C23/04(2006.01)I;
101,可调整功耗限制的电源供应器及调整功耗限制的方法,CN109987168A,2019.07.09,2.02E+12,2017.12.29,中国核动力研究设计院,张超;,610041四川省成都市436信箱信息中心,B62D57/032(2006.01)I
102,耐蚀、可焊的合金及其制备方法,CN109988947A,2019.07.09,2.02E+12,2017.12.29,中国航发北京航空材料研究院,李国爱;,100095北京市海淀区温泉镇环山村,C22C21/06(2006.01)I;
103,一种量子密钥中继方法,CN109995515A,2019.07.09,2.02E+12,2017.12.29,成都零光量子科技有限公司,不公告发明人,610041四川省成都市高新区高升桥东路19号14栋1层20号,H04L9/08(2006.01)I  
104,一种产品重量检测控制方法及其装置,CN109991914A,2019.07.09,2.02E+12,2017.12.29,上海新型烟草制品研究院有限公司,王雨青;,200082上海市杨浦区长阳路733号20幢740室,G05B19/05(2006.01)I
105,进水深度调节架及可调节进水深度的养鱼跑道,CN109984076A,2019.07.09,2.02E+12,2017.12.29,星光农机股份有限公司,冯涛;??章沈强;??丁群勇,313000浙江省湖州市南浔区和孚镇星光大街1688号,A01K63/00(2017.01)I;??A01K63/04(2006.01)I
106,一种催化剂级配技术生产汽油及低凝油的方法,CN109988644A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,王仲义;,100728北京市朝阳区朝阳门北大街22号,C10G67/02(2006.01)I;??B01J29/16(2006.01)I  
107,塑料采暖散热器,CN109990622A,2019.07.09,2.02E+12,2017.12.29,王刚,王刚,266300山东省青岛市胶州市锦州路488号1号楼2单元102户,F28D1/053(2006.01)I;??F28F21/06(2006.01)I  
108,多孔挂面及其制备方法,CN109984294A,2019.07.09,2.02E+12,2017.12.29,丰益（上海）生物技术研发中心有限公司,邱寿宽;??骆丽君;??赵磊,200137上海市浦东新区上海市高东路118号,A23L7/109(2016.01)I
109,一种劣质柴油加氢改质和加氢精制组合工艺,CN109988645A,2019.07.09,201711470751X,2017.12.29,中国石油化工股份有限公司;,刘涛;,100728北京市朝阳区朝阳门北大街22号,C10G67/02(2006.01)I  
110,纳米复合材料及其制备方法和应用,CN109988338A,2019.07.09,2.02E+12,2017.12.29,深圳TCL工业研究院有限公司,黄盼宁;??杨一行,518000广东省深圳市高新科技园南区南一道TCL大厦,C08K9/10(2006.01)I;
111,一种灵活两段加氢裂化工艺,CN109988626A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,张学辉;,100728北京市朝阳区朝阳门北大街22号,C10G67/00(2006.01)I  
112,一种全自动拉丝卸筒装置及其操作方法,CN109987457A,2019.07.09,2.02E+12,2017.12.29,巨石攀登电子基材有限公司,陈国卫;??朱云峰;??潘柏成,314500浙江省嘉兴市桐乡市经济开发区文华南路769号,B65H67/04(2006.01)I
113,料位自动探测装置,CN109990870A,2019.07.09,2.02E+12,2017.12.29,山西安泰集团股份有限公司,李锡杰;??胡永忠,032000山西省晋中市介休市义安镇降家寨村,G01F23/36(2006.01)I
114,一种用于流体流动通道的智能切断阀,CN109990134A,2019.07.09,2.02E+12,2017.12.29,沈瑜越,杨卫东;??沈瑜越,100085北京市海淀区清河街道阳光南里小区17号楼1单元602室,F16K37/00(2006.01)I;??F16K17/20(2006.01)I  
115,一种具有减冲组件的加氢反应器,CN109985571A,2019.07.09,2.02E+12,2017.12.29,中国石油化工股份有限公司;,彭德强;??王璐瑶;??刘杰,100728北京市朝阳区朝阳门北大街22号,B01J8/02(2006.01)I;??B01J8/04(2006.01)I  
116,一种组合式养鸡笼,CN109984055A,2019.07.09,2.02E+12,2017.12.29,长顺县鼓扬联富绿壳蛋鸡养殖农民专业合作社,班宋智,550007贵州省黔南布依族苗族自治州长顺县鼓扬镇农业综合服务中心,A01K31/00(2006.01)I;??A01K31/04(2006.01)I
117,电磁切换阀,CN109990114A,2019.07.09,2.02E+12,2017.12.29,浙江三花智能控制股份有限公司,不公告发明人,312500浙江省绍兴市新昌县梅渚镇沃西大道219号,F16K11/065(2006.01)I;
118,一种盲孔五轴叶轮加工工装,CN109986101A,2019.07.09,201711471459X,2017.12.29,汉捷机械部件（常州）有限公司,唐尧;??王庆;??黄学东,213000江苏省常州市武进经济开发区菊香路16号,B23B31/10(2006.01)I;
119,排爆机器人,CN109986566A,2019.07.09,2.02E+12,2017.12.29,北京润泽金松科技发展有限责任公司,李志明;??韩虎,100084北京市海淀区农大南路1号院9号楼1层101-1003,B25J11/00(2006.01)I;
120,一种设有吸附包的地毯,CN109984547A,2019.07.09,201711471635X,2017.12.29,天津冠智地毯有限公司,王颢森,301732天津市武清区崔黄口镇小宫城村,A47G27/02(2006.01)I  
121,一种半导体器件及其制作方法、电子装置,CN109994381A,2019.07.09,2.02E+12,2017.12.29,中芯国际集成电路制造（上海）有限公司;,高鹏,201203上海市浦东新区张江路18号,H01L21/3105(2006.01)I;
122,一种环保地毯,CN109984552A,2019.07.09,2.02E+12,2017.12.29,天津冠智地毯有限公司,王颢森,301732天津市武清区崔黄口镇小宫城村,A47G27/04(2006.01)I;
123,一种随行式低污染车间清洁装置,CN109985440A,2019.07.09,201711471755X,2017.12.29,广州锦原新能源科技有限公司,林晋辉,510700广东省广州市黄埔区黄埔东路1080自编1栋万科黄埔仓T1栋15楼06号房,B01D46/00(2006.01)I;
124,高载量贵金属碳纳米催化剂的制备方法,CN109994747A,2019.07.09,2.02E+12,2017.12.29,宁波中科科创新能源科技有限公司,邹亮亮;,315300浙江省宁波市慈溪市古塘街道慈溪智慧谷科技广场6号楼（1-1）室301号,H01M4/92(2006.01)I;
