item,name,authorization_notice_id,authorized_announcement_date,filing_id,filing_date,patentee,designer,address,Int.Cl.
11,基于最短路径通过使用集成读取器和访问控制来图形地引导游客的系统和方法,CN102889890B,2019.07.09,2.01E+12,2012.07.17,霍尼韦尔国际公司,A.尚穆加孙达拉姆;??S.彭纳姆巴拉姆,美国新泽西州,G01C21/00(2006.01)I
12,用于形状感测光纤的尖端反射减小,CN103380390B,2019.07.09,2.01E+12,2012.01.24,皇家飞利浦电子股份有限公司,M·B·范德马克;,荷兰艾恩德霍芬,G02B6/24(2006.01)I;
13,移动终端的信息提供方法及其设备,CN103428635B,2019.07.09,2.01E+12,2013.05.15,LG电子株式会社,金敏九;??李广宰;??金廷禹,韩国首尔,H04W4/40(2018.01)I;
14,无线通信系统中的通信方法和设备,CN103428860B,2019.07.09,2.01E+12,2012.05.18,索尼公司,崔琪楣;,日本东京都,H04W72/04(2009.01)I
15,球囊支架装置和使用方法,CN103476349B,2019.07.09,201280005586X,2012.01.17,美它克医药公司,F.N.弗拉纳诺;??K.史蒂芬森,美国堪萨斯州,A61B17/12(2006.01)I
16,抑制电磁干扰发射的方法,CN103490609B,2019.07.09,2.01E+12,2013.06.13,电力系统技术有限公司,M·特勒福斯,毛里求斯埃本,H02M1/44(2007.01)I
17,通道标记以及相关方法,CN103511058B,2019.07.09,201310236460X,2013.06.14,通用电气公司,B.P.莱西;,美国纽约州,F01P9/00(2006.01)I
18,铰接式外科手术工具和工具护套及其使用方法,CN103619271B,2019.07.09,2.01E+12,2012.04.05,美的洛博迪克斯公司,迈克尔·塞尔瓦托·卡斯特罗;,美国马萨诸塞州,A61B17/34(2006.01)I;
19,一种基于闪联协议的鼠标交互方法及系统,CN103634295B,2019.07.09,2.01E+12,2013.11.05,康佳集团股份有限公司,周胜杰,518053广东省深圳市南山区华侨城深南大道9008号,H04L29/06(2006.01)I
20,微创心耳牵引装置即心耳牵引器,CN103654884B,2019.07.09,2.01E+12,2013.12.11,刘永安,刘永安,456750河南省淇县朝歌镇朝歌北路西段1号,A61B17/00(2006.01)I;??A61B17/02(2006.01)I
21,一种丛式井抽油机智能控制及油井加热集成系统,CN103684115B,2019.07.09,201310727982X,2013.12.19,天津正本自控系统有限公司,申随章;??刘新,300402天津市北辰区北辰科技园区环东发展区华泰道6号,H02P5/74(2006.01)I;
22,可见光通信系统,CN103684595B,2019.07.09,2.01E+12,2012.09.18,中兴通讯股份有限公司,郭阳,518057广东省深圳市南山区科技南路55号,H04B10/116(2013.01)I
23,网关模块、通信系统和在用户之间传输数据的方法,CN103685000B,2019.07.09,2.01E+12,2013.09.04,罗伯特·博世有限公司,B.特里斯;,德国斯图加特,H04L12/66(2006.01)I;
24,一种HSDPA多流技术的流控分配方法和装置,CN103686853B,2019.07.09,2.01E+12,2012.09.13,中兴通讯股份有限公司,陈艳丽;??张瑜,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W28/08(2009.01)I;??H04W28/10(2009.01)I
25,多连接建立的方法及系统,CN103687049B,2019.07.09,2.01E+12,2012.08.30,中兴通讯股份有限公司,范亮;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W76/16(2018.01)I
26,一种导流型填料,CN103691388B,2019.07.09,2.01E+12,2014.01.08,河北化大科技有限公司,王宝华,055350河北省邢台市隆尧县县城工业园,B01J19/32(2006.01)I
27,用于检验车辆的装置和方法,CN103703353B,2019.07.09,2.01E+12,2012.06.12,百斯巴特有限责任公司,A.温特,德国慕尼黑,G01M17/007(2006.01)I
28,含有水不溶性无机磷酸盐结合剂的粒状物质,CN103751114B,2019.07.09,2.01E+12,2007.01.30,塞托克罗马发展公司,R·D·潘尼尔;,巴巴多斯圣·迈克尔市,A61K9/16(2006.01)I;
29,半导体结构和包括场效应晶体管区和肖特基区的装置,CN103762179B,2019.07.09,2.01E+12,2009.06.22,飞兆半导体公司,潘南西;??克里斯托弗·劳伦斯·雷克塞尔,美国亚利桑那州,H01L21/336(2006.01)I;
30,用于骨传导助听器的可调式磁性系统、装置、部件和方法,CN103781007B,2019.07.09,2.01E+12,2013.10.11,索弗诺股份有限公司,J·F·卡西克;,美国科罗拉多州,H04R25/00(2006.01)I
31,一种丛式井抽油机智能控制及油井加热集成系统,CN103684115B,2019.07.09,2.01E+12,2013.10.29,哈曼贝克自动系统股份有限公司,P.库纳思;,德国卡尔斯巴德,G01C21/32(2006.01)I;??G01C21/36(2006.01)I
32,发送和接收信息符号的设计方案,CN103841070B,2019.07.09,2.01E+12,2013.11.08,ZF腓德烈斯哈芬股份公司,马丁·泽格,德国腓德烈斯哈芬,H04L27/04(2006.01)I;??H04L27/06(2006.01)I
33,畜产用自然循环微生物菌剂及其制备方法,CN103849577B,2019.07.09,2.01E+12,2013.10.11,侯希波,侯希波,262700山东省寿光市晨鸣路345号,C12N1/20(2006.01)I;
34,一种接近极限共达屈服强度的钢丝合股方法,CN103850054B,2019.07.09,2.01E+12,2013.02.22,王振牛;??王玉轩,王振牛;??王玉轩,044600山西省芮城县糖酒公司居民小区13单元1层,D04C3/40(2006.01)I  
35,信息提供方法及其移动终端,CN103856916B,2019.07.09,201310643432X,2013.12.03,三星电子株式会社,李周妍;,韩国京畿道水原市,H04W4/12(2009.01)I;??H04W60/00(2009.01)I
36,车辆驾驶控制系统和方法,CN103863330B,2019.07.09,2.01E+12,2013.11.21,现代自动车株式会社;??起亚自动车株式会社,金尚准,韩国首尔,B60R16/023(2006.01)I
37,一种猪肠道组织中白细胞介素17荧光定量PCR检测方法,CN103865926B,2019.07.09,2.01E+12,2014.03.10,北京大北农科技集团股份有限公司;,董晓丽;,100080北京市海淀区中关村大街27号中关村大厦14层大北农集团,C12N15/11(2006.01)I;??C12Q1/6851(2018.01)I
38,微创条件下操控并固定心窗的装置心窗固定器,CN103876793B,2019.07.09,2.01E+12,2013.12.12,刘永安,刘永安,456750河南省淇县朝歌镇朝歌北路西段1号,A61B17/02(2006.01)I;??A61B17/00(2006.01)I
39,用于治疗癌症和其它疾病或病症的医药组合物,CN103893186B,2019.07.09,2.01E+12,2010.07.28,米伦纽姆医药公司,维贾亚拉克希米·拉马南;,美国马萨诸塞州,A61K31/55(2006.01)I;
40,根据人的情绪改变色温的灯具及该灯具的控制方法,CN103900050B,2019.07.09,2.01E+12,2014.04.01,广东美的暖通设备有限公司;,向林,528311广东省佛山市顺德区北滘镇蓬莱路工业大道,F21V23/04(2006.01)I;??H05B37/02(2006.01)I
41,地图浏览器和方法,CN103793452B,2019.07.09,2.01E+12,2013.10.29,哈曼贝克自动系统股份有限公司,P.库纳思;,德国卡尔斯巴德,G01C21/32(2006.01)I;??G01C21/36(2006.01)I
42,发送和接收信息符号的设计方案,CN103841070B,2019.07.09,2.01E+12,2013.11.08,ZF腓德烈斯哈芬股份公司,马丁·泽格,德国腓德烈斯哈芬,H04L27/04(2006.01)I;??H04L27/06(2006.01)I
43,基于安装历史给移动设备推荐应用,CN103930871B,2019.07.09,2.01E+12,2012.05.09,谷歌有限责任公司,F·德博纳;??B·梅塔,美国加利福尼亚州,G06F8/60(2018.01)I
44,游戏系统、服务器及游戏方法,CN103961875B,2019.07.09,2.01E+12,2014.02.07,株式会社万代南梦宫娱乐,篠田彻也,日本东京都港区芝五丁目37番8号,A63F13/58(2014.01)I;
45,一种充电电路及一种电子设备,CN103997101B,2019.07.09,2.01E+12,2014.06.12,青岛海信移动通信技术股份有限公司,胡二勐;??刘冰,266071山东省青岛市市南区江西路11号海信研发中心,H02J7/00(2006.01)I
46,具有牵引机构的用于内燃机机组的执行器,CN104006135B,2019.07.09,2.01E+12,2014.02.27,舍弗勒技术股份两合公司,拉斯洛·曼;??热罗姆·马利图尔内,德国黑措根奥拉赫,F16H37/00(2006.01)I
47,异构系统融合控制方法及装置,CN104010370B,2019.07.09,2.01E+12,2014.04.28,北京邮电大学,崔琪楣;,100876北京市海淀区西土城路10号,H04W72/04(2009.01)I;??H04W80/00(2009.01)I
48,无线通信中的确认定时的选择,CN104025492B,2019.07.09,2.01E+12,2012.03.28,英特尔公司,何宏;??符仲凯,美国加利福尼亚州,H04L1/18(2006.01)I;??H04L5/22(2006.01)I
49,基板处理装置,CN104051306B,2019.07.09,2.01E+12,2014.03.17,斯克林集团公司,小林健司;??三浦丈苗,日本国京都府京都市,H01L21/67(2006.01)I
50,用于集成电压调节器的磁芯感应器（MCI）结构,CN104051459B,2019.07.09,2.01E+12,2014.03.12,英特尔公司,A.A.埃尔谢比尼;,美国加利福尼亚州,H01L27/06(2006.01)I
51,一种具有柔性关节的容器,CN103904004B,2019.07.09,2.01E+12,2012.12.26,中微半导体设备（上海）股份有限公司,虞龙斌;,201201上海市浦东新区金桥出口加工区（南区）泰华路188号,H01L21/67(2006.01)I
52,信道借用方法,CN103906069B,2019.07.09,2.01E+12,2014.02.25,北京邮电大学,崔琪楣;,100876北京市海淀区西土城路10号,H04W16/06(2009.01)I
53,基于安装历史给移动设备推荐应用,CN104079853B,2019.07.09,2.01E+12,2014.03.27,精工爱普生株式会社,古井志纪,日本东京都,H04N5/74(2006.01)I;??G03B21/14(2006.01)I
54,食物产品成型机器上的文氏管效应技术,CN104080347B,2019.07.09,2.01E+12,2012.09.12,詹姆斯·B·沃尔夫,詹姆斯·B·沃尔夫,美国俄勒冈州,A22C7/00(2006.01)I
55,集成有接地结构的电路板磁性元件及其制造方法,CN104103407B,2019.07.09,201310225848X,2013.04.07,库柏技术公司,颜毅鹏;,美国得克萨斯州,H01F27/28(2006.01)I;
56,一种对缺陷进行选择性检测的方法,CN104103541B,2019.07.09,2.01E+12,2014.08.01,上海华力微电子有限公司,倪棋梁;??陈宏璘;??龙吟,201210上海市浦东新区张江高科技园区高斯路568号,H01L21/66(2006.01)I
57,静态存储器的在线失效分析方法及在线电子束检测设备,CN104103542B,2019.07.09,2.01E+12,2014.08.01,上海华力微电子有限公司,倪棋梁;,201210上海市浦东新区张江高科技园区高斯路568号,H01L21/66(2006.01)I
58,一种定位装置和定位系统,CN104112692B,2019.07.09,2.01E+12,2014.07.07,京东方科技集团股份有限公司;,刘贵寅;,100015北京市朝阳区酒仙桥路10号,H01L21/68(2006.01)I
59,植物生长系统以及采用所述系统的方法,CN104114020B,2019.07.09,2.01E+12,2013.02.15,OMS投资公司,M·G·普林斯特;,美国加利福尼亚州,A01G9/029(2018.01)I
60,浸渍处理设备,CN104114469B,2019.07.09,2.01E+12,2013.02.12,艾森曼股份公司,J·罗宾,德国博布林根,B65G49/04(2006.01)I;??B05C3/10(2006.01)I
61,扬声器装置,CN104053099B,2019.07.09,2.01E+12,2014.01.15,阿尔派株式会社,伊藤亮,日本东京都,H04R9/06(2006.01)I;??H04R9/02(2006.01)I
62,五轴桥架式玻璃堆垛机器人,CN104071580B,2019.07.09,2.01E+12,2014.07.02,中国建材国际工程集团有限公司,刘晓亮;,200061上海市普陀区中山北路2000号中期大厦27层,B65G61/00(2006.01)I;??B65G57/32(2006.01)I
63,投影仪以及调整方法,CN104154111B,2019.07.09,2.01E+12,2014.04.23,SKF公司,S·布希特;,瑞典哥德堡,F16C19/16(2006.01)I;
64,使用字节分布的启发式网络流量分类,CN104158750B,2019.07.09,2.01E+12,2014.05.13,马维尔国际贸易有限公司,I·萨尼维斯基;,巴巴多斯圣米加勒,H04L12/801(2013.01)I;??H04L12/811(2013.01)I
65,公共安全通信处理方法及系统,CN104159221B,2019.07.09,2.01E+12,2013.05.13,中兴通讯股份有限公司,许辉;,518057广东省深圳市南山区科技南路55号,H04W12/06(2009.01)I;??H04W16/14(2009.01)I
66,包含经涂覆的金属氢氧化物、含磷阻燃剂和/或水滑石和/或页硅酸盐的阻燃热塑性聚氨酯,CN104159974B,2019.07.09,2.01E+12,2013.03.12,巴斯夫欧洲公司,O·S·赫兹;,德国路德维希港,C08L75/08(2006.01)I;
67,用于实现对等无线连接的系统和方法,CN104160636B,2019.07.09,201280071201X,2012.04.26,英特尔公司,V·R·瓦拉布;,美国加利福尼亚,H04W76/10(2018.01)I;
68,电动渔线轮,CN104161021B,2019.07.09,2.01E+12,2014.04.10,株式会社岛野,林健太郎,日本国大阪府,A01K89/017(2006.01)I
69,净水拖把池,CN104164905B,2019.07.09,2.01E+12,2014.07.31,昆山市玉山镇仕龙设计工作室,翁徐立;??程铭;??郭逸恬,215300江苏昆山市玉山镇水秀路1165号,E03C1/182(2006.01)I
70,实现交易的云谱服务模式,CN104170428B,2019.07.09,2.01E+12,2012.06.06,英特尔公司,R.阿雷菲;,美国加利福尼亚州,H04W16/10(2006.01)I;??H04W16/14(2006.01)I
71,适用于去除蚀刻后的光致抗蚀剂和底部抗反射涂层的组合物,CN104199261B,2019.07.09,2.01E+12,2006.01.09,恩特格里斯公司,大卫·W·明赛克;,美国马萨诸塞州,G03F7/42(2006.01)I
72,热化学燃料制造用催化剂及热化学燃料制造方法,CN104203403B,2019.07.09,2.01E+12,2013.03.22,独立行政法人科学技术振兴机构;,山崎仁丈;,日本埼玉县,B01J23/889(2006.01)I;
73,用于激活终端的睡眠模式的方法和装置,CN104205953B,2019.07.09,2.01E+12,2013.02.05,三星电子株式会社,郑相洙;,韩国京畿道,H04W52/02(2006.01)I
74,树脂组合物,CN104231546B,2019.07.09,2.01E+12,2014.06.11,味之素株式会社,宫本亮;??松山干;??中村茂雄,日本东京都中央区京桥一丁目15-1,C08L63/00(2006.01)I;
75,交换网多播路由方法及系统,CN104243323B,2019.07.09,201310223512X,2013.06.06,中兴通讯股份有限公司;,吴涛;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04L12/761(2013.01)I;
76,具有波导的扬声器,CN104244149B,2019.07.09,2.01E+12,2014.06.13,珍尼雷克公司,J·维塞恩;??I·马蒂凯恩,芬兰伊沙尔米,H04R9/06(2006.01)I
77,多种无线通信技术的设备中共存,CN104244464B,2019.07.09,2.01E+12,2014.01.29,马维尔国际贸易有限公司,赵庆;??娄蕙苓;??宋蕾蕾,巴巴多斯圣米加勒,H04W88/06(2009.01)I
78,读取器结构,CN104252866B,2019.07.09,201410293499X,2014.06.26,希捷科技有限公司,V·B·萨波日尼科夫;??M·S·U·帕特瓦瑞,美国加利福尼亚州,G11B5/39(2006.01)I
79,低弯曲损耗光纤,CN104254793B,2019.07.09,2.01E+12,2012.11.29,康宁股份有限公司,G·E·伯基;,美国纽约州,G02B6/036(2006.01)I;??G02B6/028(2006.01)I
80,从气流去除硫化氢,CN104261407B,2019.07.09,2.01E+12,2014.05.07,特诺碱维育明公司,G·尼德林豪斯,美国宾夕法尼亚州,C01B32/50(2017.01)I;
81,适用于去除蚀刻后的光致抗蚀剂和底部抗反射涂层的组合物,CN104199261B,2019.07.09,2.01E+12,2006.01.09,恩特格里斯公司,大卫·W·明赛克;,美国马萨诸塞州,G03F7/42(2006.01)I
82,电池组件,CN104272498B,2019.07.09,2.01E+12,2013.04.12,罗伯特·博世有限公司,S.杜齐亚克;,德国斯图加特,H01M2/10(2006.01)I;
83,电路装置和用于该电路装置的运行方法,CN104281554B,2019.07.09,2.01E+12,2014.07.09,罗伯特·博世有限公司,M.刘易斯;??P.杜普利斯,德国斯图加特,G06F13/38(2006.01)I
84,反刍动物乳量和/或乳质提高剂、围产期病的预防或治疗剂及繁殖效率改善剂,CN104288195B,2019.07.09,2.01E+12,2011.11.30,出光兴产株式会社,金田晃一;??望月正己,日本东京都千代田区丸之内3丁目1番1号,A61K36/22(2006.01)I;
85,红曲菌种、高活性成分功能性红曲粉的制法及制品,CN104293680B,2019.07.09,2.01E+12,2014.08.04,东莞市天益生物工程有限公司;,胡文林;??谢凤娇;??陈影妮,523000广东省东莞市松山湖科技产业园区工业北四路5号ITT厂房319-321室,C12N1/14(2006.01)I;
86,一种转炉脱磷阶段钢渣改质工艺,CN104294003B,2019.07.09,2.01E+12,2014.09.24,王虎,王虎,243000安徽省马鞍山市天门大道中段马钢利民钢渣开发公司,C21C5/36(2006.01)I
87,用于光学元件的调整运动的传递元件、定位装置、以及具有这种传递元件的用于激光加工机的加工头,CN104302436B,2019.07.09,2.01E+12,2013.03.25,通快机床两合公司,C·伯特歇尔,德国迪琴根,B23K26/042(2014.01)I;
88,在附加载波中使用CSI-RS的移动性测量,CN104335512B,2019.07.09,2.01E+12,2013.06.06,英特尔公司,牛华宁;,美国加利福尼亚,H04B7/06(2006.01)I;
89,甲硫氨酰基-甲硫氨酸立体异构体及其在化妆品中的用途,CN104337703B,2019.07.09,2.01E+12,2014.08.05,赢创德固赛有限公司,M·法维克;,德国埃森,A61K8/44(2006.01)I;
90,软磁性金属粉末复合材料和用于制造其的方法,CN104347221B,2019.07.09,2.01E+12,2014.08.06,罗伯特·博世有限公司,J.布格豪斯,德国斯图加特,H01F1/147(2006.01)I;
91,真空管、包括这样的真空管的断路器极、及其制造方法,CN104347308B,2019.07.09,2.01E+12,2014.08.07,施耐德电器工业公司,D.查佩尔;??M.哈桑扎德,法国吕埃-马迈松,H01H33/66(2006.01)I;??H01H11/00(2006.01)I
92,一种利用手机通讯录查找期望用户的方法及装置,CN104348941B,2019.07.09,2.01E+12,2013.07.25,中兴通讯股份有限公司,王娜,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04M3/493(2006.01)I
93,投影装置及其投影画面的亮度控制方法,CN104349098B,2019.07.09,2.01E+12,2014.06.24,中强光电股份有限公司,林明村;??曹浩昌,中国台湾新竹科学工业园区,H04N5/74(2006.01)I;
94,算术解码装置、图像解码装置、算术编码装置以及图像编码装置,CN104350753B,2019.07.09,2.01E+12,2013.05.24,威勒斯媒体国际有限公司,猪饲知宏;??筑波健史,爱尔兰都柏林,H04N19/91(2014.01)I;??H04N19/44(2014.01)I
95,语音邮箱服务系统的信息输入/输出方法、装置及客户端,CN104378519B,2019.07.09,2.01E+12,2013.08.12,中兴通讯股份有限公司,彭栋;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04M3/533(2006.01)I;??H04M3/537(2006.01)I
96,用于分析头发的方法,CN104390706B,2019.07.09,2.01E+12,2007.01.10,科罗赖特有限公司,N.格罗辛格;,以色列雷措沃特,G01J3/46(2006.01)I;
97,用于交通工具的座椅及交通工具,CN104395192B,2019.07.09,2.01E+12,2013.06.18,汉莎航空系统公开股份有限公司,彼得·霍梅尔;??约尔格·利伯,德国卡尔斯特巴赫,B64D11/06(2006.01)I;
98,用于服务特定管理的节点和方法,CN104412630B,2019.07.09,201380036683X,2013.05.20,瑞典爱立信有限公司,U.马特斯森;??V.M.阿维拉冈扎勒斯,瑞典斯德哥尔摩,H04W8/18(2006.01)I
99,使用分段和组合的触觉转换系统,CN104423707B,2019.07.09,2.01E+12,2014.09.04,意美森公司,J·萨布尼;,美国加利福尼亚,G06F3/041(2006.01)I
100,机械变形测量仪的模拟,CN104424380B,2019.07.09,201410452971X,2014.09.05,空中客车运营简化股份公司,保罗·梅西纳;,法国图卢兹,G06F17/50(2006.01)I
101,真空管、包括这样的真空管的断路器极、及其制造方法,CN104347308B,2019.07.09,2.01E+12,2014.08.07,施耐德电器工业公司,D.查佩尔;??M.哈桑扎德,法国吕埃-马迈松,H01H33/66(2006.01)I;??H01H11/00(2006.01)I
102,一种利用手机通讯录查找期望用户的方法及装置,CN104427095B,2019.07.09,2.01E+12,2013.08.25,希姆通信息技术（上海）有限公司,王亮亮,200335上海市长宁区金钟路633号A楼,H04M1/725(2006.01)I;??H04Q5/24(2006.01)I
103,一种带WIFI的终端节能处理的方法及装置,CN104427538B,2019.07.09,2.01E+12,2013.08.19,中兴通讯股份有限公司,唐磊;??郝志坚,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W24/04(2009.01)I;
104,一种制备铝镁司双层片的方法,CN104434957B,2019.07.09,2.01E+12,2014.12.16,天圣制药集团股份有限公司,刘群;,408300重庆市垫江县朝阳工业园区（垫江桂溪）,A61K33/10(2006.01)I;
105,减压阀,CN104455598B,2019.07.09,2.01E+12,2014.08.27,乔治费希尔管路系统公开股份有限公司,T·杰克勒,瑞士沙夫豪森,F16K17/06(2006.01)I
106,一种X线平板探测器图像坏线的修补方法,CN104463831B,2019.07.09,2.01E+12,2013.09.25,深圳市蓝韵实业有限公司,赵明,518000广东省深圳市福田区景田路碧景园E栋408-413室,G06T7/00(2017.01)I;
107,超导电缆接头,CN104466882B,2019.07.09,2.01E+12,2014.09.19,尼克桑斯公司,S.德尔帕雷斯;??N.拉劳特,法国巴黎,H02G15/34(2006.01)I;??H01B12/00(2006.01)I
108,协助沿铁路轨道植入无线电通信基础设施接入点的方法和系统,CN104469788B,2019.07.09,2.01E+12,2014.09.19,阿尔斯通运输技术公司,文森特·玛绰,法国圣旺93400艾伯特达伦大街48号,H04W16/18(2009.01)I
109,用于制造集成电路装置、光学装置、微机械及机械精密装置的组合物,CN104471487B,2019.07.09,2.01E+12,2013.07.12,巴斯夫欧洲公司,A·克里普;,德国路德维希港,G03F7/42(2006.01)I;??C11D3/26(2006.01)I
110,盒和图像形成装置,CN104487903B,2019.07.09,2.01E+12,2012.11.29,兄弟工业株式会社,森启城;??小笠原达夫,日本爱知县名古屋市,G03G15/08(2006.01)I;??G03G21/18(2006.01)I
111,一种SDN中流表下发的方法和系统、OF控制器和OF交换机,CN104426815B,2019.07.09,2.01E+12,2013.08.27,中兴通讯股份有限公司,梁乾灯;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04L12/937(2013.01)I;??H04L12/947(2013.01)I
112,一种手持终端对讲方法及具有对讲功能的手持终端,CN104512291B,2019.07.09,2.01E+12,2014.09.26,铃木株式会社,今井基行;,日本静冈县,B60N2/22(2006.01)I
113,用于预测辅助动力单元故障的方法,CN104512554B,2019.07.09,2.01E+12,2014.09.30,通用电气航空系统有限公司,C·J·卡特,英国格洛斯特郡,B64D31/00(2006.01)I;??B64F5/00(2017.01)I
114,定影装置和图像形成装置,CN104516247B,2019.07.09,2.01E+12,2014.06.06,富士施乐株式会社,古坚浩子;??渡边茂;??后藤康孝,日本东京,G03G15/20(2006.01)I;??G03G15/00(2006.01)I
115,串联连接的自动位置垫,CN104545921B,2019.07.09,2.01E+12,2014.10.24,韦伯斯特生物官能（以色列）有限公司,A.戈瓦里;,以色列约克尼姆,A61B5/06(2006.01)I
116,用于显示仪表盘的装置和方法,CN104553801B,2019.07.09,2.01E+12,2014.01.22,现代自动车株式会社,崔锦林,韩国首尔,B60K35/00(2006.01)I
117,一种用于全站仪高空对中的方法,CN104567841B,2019.07.09,201410834491X,2014.12.26,中国核工业二三建设有限公司,蔡永茂,101300北京市顺义区林河开发区双河大街18号1幢306房,G01C15/02(2006.01)I
118,用于机舱空气压缩机的马达壳体,CN104578524B,2019.07.09,2.01E+12,2014.10.10,哈米尔顿森德斯特兰德公司,D.A.科尔森;,美国康涅狄格州,H02K5/04(2006.01)I
119,垃圾信息处理方法及装置,CN104581729B,2019.07.09,2.01E+12,2014.09.26,中兴通讯股份有限公司,李学领;,518057广东省深圳市南山区科技南路55号,H04W12/12(2009.01)I;
120,用于多孔电化学电容器的毫微级加工结构,CN104584159B,2019.07.09,2.01E+12,2013.06.24,英特尔公司,D.S.贾纳;,美国加利福尼亚州,H01G4/005(2006.01)I
121,一种Linux内核及文件系统的升级方法,CN104503803B,2019.07.09,2.01E+12,2014.12.26,上海斐讯数据通信技术有限公司,欧阳德龙,201616上海市松江区思贤路3666号,G06F8/71(2018.01)I;??G06F8/65(2018.01)I
122,一种肤质检测系统及方法,CN104586364B,2019.07.09,2.02E+12,2015.01.19,武汉理工大学,李方敏;,430070湖北省武汉市洪山区珞狮路122号,A61B5/00(2006.01)I
123,自动供药机,CN104590917B,2019.07.09,2.02E+12,2015.01.26,深圳国控医疗有限公司,刘勇;,518000广东省深圳市南山区平山路红花岭B区民企科技园区2栋厂房6栋东601,B65G65/40(2006.01)I
124,一种发酵制备埃博霉素B的方法,CN104593444B,2019.07.09,201310525175X,2013.10.31,重庆乾泰生物医药有限公司;,刘会明;??袁建栋,400700重庆市北碚区城南冯时行路290号大学科技园大正研发2楼,C12P17/18(2006.01)I;??C12R1/01(2006.01)N  
125,电力分配系统和测试电力分配系统的方法,CN104600658B,2019.07.09,2.01E+12,2014.10.24,通用电气公司,A.K.辛赫;,美国纽约州,H02H3/08(2006.01)I;
126,内燃机,CN104603408B,2019.07.09,2.01E+12,2013.08.28,丰田自动车株式会社,小林真一;??原田高宏,日本爱知县丰田市,F01M11/02(2006.01)I
127,数据处理方法及社交媒体存储平台,CN104615595B,2019.07.09,2.01E+12,2013.11.04,腾讯科技（北京）有限公司,邢玉东,100080北京市海淀区海淀大街38号银科大厦16层1601-1608室,G06F16/958(2019.01)I;??G06Q50/00(2012.01)I
128,元数据服务器的迁移处理方法及装置,CN104615598B,2019.07.09,201310538937X,2013.11.04,南京中兴新软件有限责任公司,董晓国;,210012江苏省南京市雨花台区紫荆花路68号,G06F16/21(2019.01)I;??H04L29/08(2006.01)I
129,一种零中频信号的修正方法及装置,CN104617963B,2019.07.09,2.01E+12,2013.11.05,深圳市中兴微电子技术有限公司,虎宾;??雷辉;??张国智,518057广东省深圳市盐田区大梅沙1号厂房,H04B1/02(2006.01)I;
130,用于安全文件传输的系统和方法,CN104618320B,2019.07.09,2.01E+12,2014.11.05,通用电气公司,Y.阿坦纳,美国纽约州,H04L29/06(2006.01)I;??H04L29/08(2006.01)I
